,identifier,source,annotation
30810,P77173,Gene Ontology (biological process), FtsZ-dependent cytokinesis [GO:0043093]
30811,ZIPA_ECOLI,Gene Ontology (biological process),cell division [GO:0051301]
30812,ZIPA_ECOLI,Gene Ontology (cellular component),cell division site [GO:0032153]
30813,ZIPA_ECOLI,Gene Ontology (molecular function),protein homodimerization activity [GO:0042803]
30814,ZIPA_ECOLI,Gene Ontology (cellular component), divisome complex [GO:1990586]
30815,ZIPA_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
30816,ZIPA_ECOLI,Gene Ontology (biological process), division septum assembly [GO:0000917]
30817,ZIPA_ECOLI,Gene Ontology (biological process), FtsZ-dependent cytokinesis [GO:0043093]
30818,P77179,Gene Ontology (biological process),electron transport chain [GO:0022900]
30819,P77179,Gene Ontology (cellular component),plasma membrane [GO:0005886]
30821,RSXE_ECOLI,Gene Ontology (biological process),electron transport chain [GO:0022900]
30822,RSXE_ECOLI,Gene Ontology (cellular component),plasma membrane [GO:0005886]
30824,P77182,Gene Ontology (biological process),tRNA methylation [GO:0030488]
30825,P77182,Gene Ontology (cellular component),cytoplasm [GO:0005737]
30826,P77182,Gene Ontology (molecular function),FAD binding [GO:0071949]
30827,P77182,Gene Ontology (molecular function)," oxidoreductase activity, acting on the CH-NH group of donors [GO:0016645]"
30828,P77182,Gene Ontology (molecular function), tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity [GO:0004808]
30829,P77182,Gene Ontology (biological process), tRNA wobble uridine modification [GO:0002098]
30830,MNMC_ECOLI,Gene Ontology (biological process),tRNA methylation [GO:0030488]
30831,MNMC_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
30832,MNMC_ECOLI,Gene Ontology (molecular function),FAD binding [GO:0071949]
30833,MNMC_ECOLI,Gene Ontology (molecular function)," oxidoreductase activity, acting on the CH-NH group of donors [GO:0016645]"
30834,MNMC_ECOLI,Gene Ontology (molecular function), tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity [GO:0004808]
30835,MNMC_ECOLI,Gene Ontology (biological process), tRNA wobble uridine modification [GO:0002098]
30837,P77184,Gene Ontology (cellular component),host outer membrane [GO:0044384]
30840,LOMR_ECOLI,Gene Ontology (cellular component),host outer membrane [GO:0044384]
30842,P77202,Gene Ontology (biological process),chaperone-mediated protein folding [GO:0061077]
30843,P77202,Gene Ontology (cellular component),outer membrane-bounded periplasmic space [GO:0030288]
30844,P77202,Gene Ontology (molecular function),protein disulfide isomerase activity [GO:0003756]
30845,P77202,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
30846,DSBG_ECOLI,Gene Ontology (biological process),chaperone-mediated protein folding [GO:0061077]
30847,DSBG_ECOLI,Gene Ontology (cellular component),outer membrane-bounded periplasmic space [GO:0030288]
30848,DSBG_ECOLI,Gene Ontology (molecular function),protein disulfide isomerase activity [GO:0003756]
30849,DSBG_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
30850,P77212,Gene Ontology (biological process),response to hypochlorite [GO:1901530]
30852,P77212,Gene Ontology (molecular function),cupric reductase (NADH) activity [GO:0008823]
30853,P77212,Gene Ontology (molecular function), flavin adenine dinucleotide binding [GO:0050660]
30854,P77212,Gene Ontology (molecular function), NAD(P)H dehydrogenase (quinone) activity [GO:0003955]
30855,P77212,Gene Ontology (molecular function)," oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor [GO:0016668]"
30856,P77212,Gene Ontology (molecular function)," oxidoreductase activity, acting on NAD(P)H [GO:0016651]"
30857,P77212,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
30858,RCLA_ECOLI,Gene Ontology (biological process),response to hypochlorite [GO:1901530]
30860,RCLA_ECOLI,Gene Ontology (molecular function),cupric reductase (NADH) activity [GO:0008823]
30861,RCLA_ECOLI,Gene Ontology (molecular function), flavin adenine dinucleotide binding [GO:0050660]
30862,RCLA_ECOLI,Gene Ontology (molecular function), NAD(P)H dehydrogenase (quinone) activity [GO:0003955]
30863,RCLA_ECOLI,Gene Ontology (molecular function)," oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor [GO:0016668]"
30864,RCLA_ECOLI,Gene Ontology (molecular function)," oxidoreductase activity, acting on NAD(P)H [GO:0016651]"
30865,RCLA_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
30866,P77213,Gene Ontology (biological process),modified amino acid biosynthetic process [GO:0042398]
30868,P77213,Gene Ontology (molecular function),ATP binding [GO:0005524]
30869,P77213,Gene Ontology (molecular function), glutamate-cysteine ligase activity [GO:0004357]
30870,P77213,Gene Ontology (molecular function)," ligase activity, forming carbon-nitrogen bonds [GO:0016879]"
30871,P77213,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
30872,GCS2_ECOLI,Gene Ontology (biological process),modified amino acid biosynthetic process [GO:0042398]
30874,GCS2_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
30875,GCS2_ECOLI,Gene Ontology (molecular function), glutamate-cysteine ligase activity [GO:0004357]
30876,GCS2_ECOLI,Gene Ontology (molecular function)," ligase activity, forming carbon-nitrogen bonds [GO:0016879]"
30877,GCS2_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
30878,P77223,Gene Ontology (biological process),electron transport chain [GO:0022900]
30879,P77223,Gene Ontology (cellular component),oxidoreductase complex [GO:1990204]
30880,P77223,Gene Ontology (molecular function),"4 iron, 4 sulfur cluster binding [GO:0051539]"
30881,P77223,Gene Ontology (molecular function), electron transfer activity [GO:0009055]
30882,P77223,Gene Ontology (molecular function), metal ion binding [GO:0046872]
30883,P77223,Gene Ontology (cellular component), plasma membrane protein complex [GO:0098797]
30884,RSXB_ECOLI,Gene Ontology (biological process),electron transport chain [GO:0022900]
30885,RSXB_ECOLI,Gene Ontology (cellular component),oxidoreductase complex [GO:1990204]
30886,RSXB_ECOLI,Gene Ontology (molecular function),"4 iron, 4 sulfur cluster binding [GO:0051539]"
30887,RSXB_ECOLI,Gene Ontology (molecular function), electron transfer activity [GO:0009055]
30888,RSXB_ECOLI,Gene Ontology (molecular function), metal ion binding [GO:0046872]
30889,RSXB_ECOLI,Gene Ontology (cellular component), plasma membrane protein complex [GO:0098797]
30890,P77231,Gene Ontology (biological process),prosthetic group biosynthetic process [GO:0051191]
30892,P77231,Gene Ontology (molecular function),ATP binding [GO:0005524]
30893,P77231,Gene Ontology (molecular function), triphosphoribosyl-dephospho-CoA synthase activity [GO:0046917]
30894,CITG_ECOLI,Gene Ontology (biological process),prosthetic group biosynthetic process [GO:0051191]
30896,CITG_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
30897,CITG_ECOLI,Gene Ontology (molecular function), triphosphoribosyl-dephospho-CoA synthase activity [GO:0046917]
30899,P77247,Gene Ontology (cellular component),cytosol [GO:0005829]
30900,P77247,Gene Ontology (molecular function),2-deoxyglucose-6-phosphatase activity [GO:0003850]
30901,P77247,Gene Ontology (molecular function), glucose-6-phosphatase activity [GO:0004346]
30902,P77247,Gene Ontology (molecular function), magnesium ion binding [GO:0000287]
30903,P77247,Gene Ontology (molecular function), mannitol-1-phosphatase activity [GO:0050084]
30904,P77247,Gene Ontology (molecular function), metal ion binding [GO:0046872]
30905,P77247,Gene Ontology (molecular function), phosphatase activity [GO:0016791]
30906,P77247,Gene Ontology (molecular function), sorbitol-6-phosphatase activity [GO:0050286]
30907,P77247,Gene Ontology (molecular function), sugar-phosphatase activity [GO:0050308]
30909,HXPB_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
30910,HXPB_ECOLI,Gene Ontology (molecular function),2-deoxyglucose-6-phosphatase activity [GO:0003850]
30911,HXPB_ECOLI,Gene Ontology (molecular function), glucose-6-phosphatase activity [GO:0004346]
30912,HXPB_ECOLI,Gene Ontology (molecular function), magnesium ion binding [GO:0000287]
30913,HXPB_ECOLI,Gene Ontology (molecular function), mannitol-1-phosphatase activity [GO:0050084]
30914,HXPB_ECOLI,Gene Ontology (molecular function), metal ion binding [GO:0046872]
30915,HXPB_ECOLI,Gene Ontology (molecular function), phosphatase activity [GO:0016791]
30916,HXPB_ECOLI,Gene Ontology (molecular function), sorbitol-6-phosphatase activity [GO:0050286]
30917,HXPB_ECOLI,Gene Ontology (molecular function), sugar-phosphatase activity [GO:0050308]
30919,P77252,Gene Ontology (cellular component),cytosol [GO:0005829]
30920,P77252,Gene Ontology (molecular function),L-lactate dehydrogenase activity [GO:0004459]
30922,YKGE_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
30923,YKGE_ECOLI,Gene Ontology (molecular function),L-lactate dehydrogenase activity [GO:0004459]
30925,P77256,Gene Ontology (cellular component),cytosol [GO:0005829]
30926,P77256,Gene Ontology (molecular function),methylglyoxal reductase (NADH) activity [GO:0019170]
30928,AKRMG_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
30929,AKRMG_ECOLI,Gene Ontology (molecular function),methylglyoxal reductase (NADH) activity [GO:0019170]
30930,P77258,Gene Ontology (biological process),"2,4,6-trinitrotoluene catabolic process [GO:0046256]"
30931,P77258,Gene Ontology (cellular component),cytosol [GO:0005829]
30932,P77258,Gene Ontology (molecular function),chromate reductase activity [GO:0034567]
30933,P77258,Gene Ontology (molecular function), FMN binding [GO:0010181]
30934,P77258,Gene Ontology (molecular function), N-ethylmaleimide reductase activity [GO:0008748]
30935,P77258,Gene Ontology (molecular function)," oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor [GO:0046857]"
30936,P77258,Gene Ontology (biological process), nitroglycerin metabolic process [GO:0018937]
30937,P77258,Gene Ontology (biological process), xenobiotic metabolic process [GO:0006805]
30938,NEMA_ECOLI,Gene Ontology (biological process),"2,4,6-trinitrotoluene catabolic process [GO:0046256]"
30939,NEMA_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
30940,NEMA_ECOLI,Gene Ontology (molecular function),chromate reductase activity [GO:0034567]
30941,NEMA_ECOLI,Gene Ontology (molecular function), FMN binding [GO:0010181]
30942,NEMA_ECOLI,Gene Ontology (molecular function), N-ethylmaleimide reductase activity [GO:0008748]
30943,NEMA_ECOLI,Gene Ontology (molecular function)," oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor [GO:0046857]"
30944,NEMA_ECOLI,Gene Ontology (biological process), nitroglycerin metabolic process [GO:0018937]
30945,NEMA_ECOLI,Gene Ontology (biological process), xenobiotic metabolic process [GO:0006805]
30946,P77260,Gene Ontology (biological process),mannitol metabolic process [GO:0019594]
30948,P77260,Gene Ontology (molecular function),"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
30949,YDFI_ECOLI,Gene Ontology (biological process),mannitol metabolic process [GO:0019594]
30951,YDFI_ECOLI,Gene Ontology (molecular function),"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
30952,P77265,Gene Ontology (biological process),transmembrane transport [GO:0055085]
30953,P77265,Gene Ontology (cellular component),membrane [GO:0016020]
30954,P77265,Gene Ontology (molecular function),ABC-type xenobiotic transporter activity [GO:0008559]
30955,P77265,Gene Ontology (molecular function), ATP binding [GO:0005524]
30956,P77265,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
30957,P77265,Gene Ontology (molecular function), ATPase-coupled transmembrane transporter activity [GO:0042626]
30958,P77265,Gene Ontology (cellular component), plasma membrane [GO:0005886]
30959,P77265,Gene Ontology (biological process), xenobiotic export from cell [GO:0046618]
30960,MDLA_ECOLI,Gene Ontology (biological process),transmembrane transport [GO:0055085]
30961,MDLA_ECOLI,Gene Ontology (cellular component),membrane [GO:0016020]
30962,MDLA_ECOLI,Gene Ontology (molecular function),ABC-type xenobiotic transporter activity [GO:0008559]
30963,MDLA_ECOLI,Gene Ontology (molecular function), ATP binding [GO:0005524]
30964,MDLA_ECOLI,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
30965,MDLA_ECOLI,Gene Ontology (molecular function), ATPase-coupled transmembrane transporter activity [GO:0042626]
30966,MDLA_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
30967,MDLA_ECOLI,Gene Ontology (biological process), xenobiotic export from cell [GO:0046618]
30968,P77272,Gene Ontology (biological process),carbohydrate transmembrane transport [GO:0034219]
30969,P77272,Gene Ontology (cellular component),membrane [GO:0016020]
30970,P77272,Gene Ontology (molecular function),kinase activity [GO:0016301]
30971,P77272,Gene Ontology (molecular function), protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]
30972,P77272,Gene Ontology (molecular function), protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity [GO:0090588]
30973,P77272,Gene Ontology (cellular component), plasma membrane [GO:0005886]
30974,P77272,Gene Ontology (biological process), phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]
30975,PTYBC_ECOLI,Gene Ontology (biological process),carbohydrate transmembrane transport [GO:0034219]
30976,PTYBC_ECOLI,Gene Ontology (cellular component),membrane [GO:0016020]
30977,PTYBC_ECOLI,Gene Ontology (molecular function),kinase activity [GO:0016301]
30978,PTYBC_ECOLI,Gene Ontology (molecular function), protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]
30979,PTYBC_ECOLI,Gene Ontology (molecular function), protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity [GO:0090588]
30980,PTYBC_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
30981,PTYBC_ECOLI,Gene Ontology (biological process), phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]
30982,P77279,Gene Ontology (biological process),intracellular iron ion homeostasis [GO:0006879]
30983,P77279,Gene Ontology (cellular component),plasma membrane [GO:0005886]
30984,P77279,Gene Ontology (molecular function),ATP binding [GO:0005524]
30985,P77279,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
30986,P77279,Gene Ontology (biological process), iron ion transport [GO:0006826]
30987,FETA_ECOLI,Gene Ontology (biological process),intracellular iron ion homeostasis [GO:0006879]
30988,FETA_ECOLI,Gene Ontology (cellular component),plasma membrane [GO:0005886]
30989,FETA_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
30990,FETA_ECOLI,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
30991,FETA_ECOLI,Gene Ontology (biological process), iron ion transport [GO:0006826]
30992,P77285,Gene Ontology (biological process),electron transport chain [GO:0022900]
30993,P77285,Gene Ontology (cellular component),cell outer membrane [GO:0009279]
30994,P77285,Gene Ontology (molecular function),electron transfer activity [GO:0009055]
30995,P77285,Gene Ontology (molecular function), FMN binding [GO:0010181]
30996,P77285,Gene Ontology (molecular function)," oxidoreductase activity, acting on NAD(P)H [GO:0016651]"
30997,P77285,Gene Ontology (cellular component), oxidoreductase complex [GO:1990204]
30998,P77285,Gene Ontology (cellular component), plasma membrane [GO:0005886]
30999,P77285,Gene Ontology (cellular component), plasma membrane protein complex [GO:0098797]
31000,RSXG_ECOLI,Gene Ontology (biological process),electron transport chain [GO:0022900]
31001,RSXG_ECOLI,Gene Ontology (cellular component),cell outer membrane [GO:0009279]
31002,RSXG_ECOLI,Gene Ontology (molecular function),electron transfer activity [GO:0009055]
31003,RSXG_ECOLI,Gene Ontology (molecular function), FMN binding [GO:0010181]
31004,RSXG_ECOLI,Gene Ontology (molecular function)," oxidoreductase activity, acting on NAD(P)H [GO:0016651]"
31005,RSXG_ECOLI,Gene Ontology (cellular component), oxidoreductase complex [GO:1990204]
31006,RSXG_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
31007,RSXG_ECOLI,Gene Ontology (cellular component), plasma membrane protein complex [GO:0098797]
31014,P77304,Gene Ontology (biological process),dipeptide transmembrane transport [GO:0035442]
31015,P77304,Gene Ontology (cellular component),plasma membrane [GO:0005886]
31016,P77304,Gene Ontology (molecular function),dipeptide transmembrane transporter activity [GO:0071916]
31017,P77304,Gene Ontology (molecular function), peptide:proton symporter activity [GO:0015333]
31018,P77304,Gene Ontology (molecular function), tripeptide transmembrane transporter activity [GO:0042937]
31019,P77304,Gene Ontology (biological process), protein transport [GO:0015031]
31020,P77304,Gene Ontology (biological process), tripeptide transmembrane transport [GO:0035443]
31021,DTPA_ECOLI,Gene Ontology (biological process),dipeptide transmembrane transport [GO:0035442]
31022,DTPA_ECOLI,Gene Ontology (cellular component),plasma membrane [GO:0005886]
31023,DTPA_ECOLI,Gene Ontology (molecular function),dipeptide transmembrane transporter activity [GO:0071916]
31024,DTPA_ECOLI,Gene Ontology (molecular function), peptide:proton symporter activity [GO:0015333]
31025,DTPA_ECOLI,Gene Ontology (molecular function), tripeptide transmembrane transporter activity [GO:0042937]
31026,DTPA_ECOLI,Gene Ontology (biological process), protein transport [GO:0015031]
31027,DTPA_ECOLI,Gene Ontology (biological process), tripeptide transmembrane transport [GO:0035443]
31028,P77307,Gene Ontology (biological process),intracellular iron ion homeostasis [GO:0006879]
31029,P77307,Gene Ontology (cellular component),plasma membrane [GO:0005886]
31031,P77307,Gene Ontology (biological process), iron ion transport [GO:0006826]
31032,FETB_ECOLI,Gene Ontology (biological process),intracellular iron ion homeostasis [GO:0006879]
31033,FETB_ECOLI,Gene Ontology (cellular component),plasma membrane [GO:0005886]
31035,FETB_ECOLI,Gene Ontology (biological process), iron ion transport [GO:0006826]
31037,P77318,Gene Ontology (cellular component),outer membrane-bounded periplasmic space [GO:0030288]
31038,P77318,Gene Ontology (molecular function),arylsulfatase activity [GO:0004065]
31039,P77318,Gene Ontology (molecular function), metal ion binding [GO:0046872]
31041,YDEN_ECOLI,Gene Ontology (cellular component),outer membrane-bounded periplasmic space [GO:0030288]
31042,YDEN_ECOLI,Gene Ontology (molecular function),arylsulfatase activity [GO:0004065]
31043,YDEN_ECOLI,Gene Ontology (molecular function), metal ion binding [GO:0046872]
31044,P77333,Gene Ontology (biological process),bacterial-type flagellum-dependent swarming motility [GO:0071978]
31046,P77333,Gene Ontology (molecular function),DNA binding [GO:0003677]
31047,P77333,Gene Ontology (molecular function), DNA-binding transcription factor activity [GO:0003700]
31048,P77333,Gene Ontology (molecular function), sequence-specific DNA binding [GO:0043565]
31049,P77333,Gene Ontology (biological process), DNA-templated transcription [GO:0006351]
31050,P77333,Gene Ontology (biological process), negative regulation of DNA-templated transcription [GO:0045892]
31051,PGRR_ECOLI,Gene Ontology (biological process),bacterial-type flagellum-dependent swarming motility [GO:0071978]
31053,PGRR_ECOLI,Gene Ontology (molecular function),DNA binding [GO:0003677]
31054,PGRR_ECOLI,Gene Ontology (molecular function), DNA-binding transcription factor activity [GO:0003700]
31055,PGRR_ECOLI,Gene Ontology (molecular function), sequence-specific DNA binding [GO:0043565]
31056,PGRR_ECOLI,Gene Ontology (biological process), DNA-templated transcription [GO:0006351]
31057,PGRR_ECOLI,Gene Ontology (biological process), negative regulation of DNA-templated transcription [GO:0045892]
31058,P77338,Gene Ontology (biological process),intracellular water homeostasis [GO:0009992]
31059,P77338,Gene Ontology (cellular component),plasma membrane [GO:0005886]
31060,P77338,Gene Ontology (molecular function),mechanosensitive monoatomic ion channel activity [GO:0008381]
31061,P77338,Gene Ontology (biological process), potassium ion transport [GO:0006813]
31062,P77338,Gene Ontology (biological process), response to potassium ion [GO:0035864]
31063,MSCK_ECOLI,Gene Ontology (biological process),intracellular water homeostasis [GO:0009992]
31064,MSCK_ECOLI,Gene Ontology (cellular component),plasma membrane [GO:0005886]
31065,MSCK_ECOLI,Gene Ontology (molecular function),mechanosensitive monoatomic ion channel activity [GO:0008381]
31066,MSCK_ECOLI,Gene Ontology (biological process), potassium ion transport [GO:0006813]
31067,MSCK_ECOLI,Gene Ontology (biological process), response to potassium ion [GO:0035864]
31068,P77348,Gene Ontology (biological process),dipeptide transport [GO:0042938]
31069,P77348,Gene Ontology (cellular component),"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]"
31070,P77348,Gene Ontology (molecular function),oligopeptide binding [GO:1900750]
31071,P77348,Gene Ontology (molecular function), peptide transmembrane transporter activity [GO:1904680]
31072,P77348,Gene Ontology (cellular component), membrane [GO:0016020]
31073,P77348,Gene Ontology (cellular component), outer membrane-bounded periplasmic space [GO:0030288]
31074,P77348,Gene Ontology (cellular component), periplasmic space [GO:0042597]
31075,P77348,Gene Ontology (biological process), heme transmembrane transport [GO:0035351]
31076,P77348,Gene Ontology (biological process), peptide transport [GO:0015833]
31077,P77348,Gene Ontology (biological process), peptidoglycan-associated peptide transport [GO:0015834]
31078,P77348,Gene Ontology (biological process), protein transport [GO:0015031]
31079,P77348,Gene Ontology (biological process), tripeptide import across plasma membrane [GO:0140207]
31080,P77348,Gene Ontology (biological process), tripeptide transport [GO:0042939]
31081,MPPA_ECOLI,Gene Ontology (biological process),dipeptide transport [GO:0042938]
31082,MPPA_ECOLI,Gene Ontology (cellular component),"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]"
31083,MPPA_ECOLI,Gene Ontology (molecular function),oligopeptide binding [GO:1900750]
31084,MPPA_ECOLI,Gene Ontology (molecular function), peptide transmembrane transporter activity [GO:1904680]
31085,MPPA_ECOLI,Gene Ontology (cellular component), membrane [GO:0016020]
31086,MPPA_ECOLI,Gene Ontology (cellular component), outer membrane-bounded periplasmic space [GO:0030288]
31087,MPPA_ECOLI,Gene Ontology (cellular component), periplasmic space [GO:0042597]
31088,MPPA_ECOLI,Gene Ontology (biological process), heme transmembrane transport [GO:0035351]
31089,MPPA_ECOLI,Gene Ontology (biological process), peptide transport [GO:0015833]
31090,MPPA_ECOLI,Gene Ontology (biological process), peptidoglycan-associated peptide transport [GO:0015834]
31091,MPPA_ECOLI,Gene Ontology (biological process), protein transport [GO:0015031]
31092,MPPA_ECOLI,Gene Ontology (biological process), tripeptide import across plasma membrane [GO:0140207]
31093,MPPA_ECOLI,Gene Ontology (biological process), tripeptide transport [GO:0042939]
31094,P77357,Gene Ontology (biological process),folic acid catabolic process [GO:0046657]
31095,P77357,Gene Ontology (cellular component),catalytic complex [GO:1902494]
31096,P77357,Gene Ontology (molecular function),dipeptidase activity [GO:0016805]
31097,P77357,Gene Ontology (molecular function), para-aminobenzoyl-glutamate hydrolase activity [GO:0071713]
31098,P77357,Gene Ontology (molecular function), protein heterodimerization activity [GO:0046982]
31099,P77357,Gene Ontology (cellular component), cytoplasm [GO:0005737]
31100,ABGA_ECOLI,Gene Ontology (biological process),folic acid catabolic process [GO:0046657]
31101,ABGA_ECOLI,Gene Ontology (cellular component),catalytic complex [GO:1902494]
31102,ABGA_ECOLI,Gene Ontology (molecular function),dipeptidase activity [GO:0016805]
31103,ABGA_ECOLI,Gene Ontology (molecular function), para-aminobenzoyl-glutamate hydrolase activity [GO:0071713]
31104,ABGA_ECOLI,Gene Ontology (molecular function), protein heterodimerization activity [GO:0046982]
31105,ABGA_ECOLI,Gene Ontology (cellular component), cytoplasm [GO:0005737]
31108,P77360,Gene Ontology (molecular function),"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
31109,P77360,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
31112,YPHC_ECOLI,Gene Ontology (molecular function),"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
31113,YPHC_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
31114,P77364,Gene Ontology (biological process),glycolate catabolic process [GO:0046296]
31116,P77364,Gene Ontology (molecular function),ATP binding [GO:0005524]
31117,P77364,Gene Ontology (molecular function), glycerate 2-kinase activity [GO:0043798]
31118,P77364,Gene Ontology (molecular function), glycerate kinase activity [GO:0008887]
31119,P77364,Gene Ontology (biological process), glyoxylate catabolic process [GO:0009436]
31120,P77364,Gene Ontology (biological process), organic acid phosphorylation [GO:0031388]
31121,GLXK2_ECOLI,Gene Ontology (biological process),glycolate catabolic process [GO:0046296]
31123,GLXK2_ECOLI,Gene Ontology (molecular function),ATP binding [GO:0005524]
31124,GLXK2_ECOLI,Gene Ontology (molecular function), glycerate 2-kinase activity [GO:0043798]
31125,GLXK2_ECOLI,Gene Ontology (molecular function), glycerate kinase activity [GO:0008887]
31126,GLXK2_ECOLI,Gene Ontology (biological process), glyoxylate catabolic process [GO:0009436]
31127,GLXK2_ECOLI,Gene Ontology (biological process), organic acid phosphorylation [GO:0031388]
31128,P77374,Gene Ontology (biological process),anaerobic respiration [GO:0009061]
31129,P77374,Gene Ontology (cellular component),outer membrane-bounded periplasmic space [GO:0030288]
31130,P77374,Gene Ontology (molecular function),"4 iron, 4 sulfur cluster binding [GO:0051539]"
31131,P77374,Gene Ontology (molecular function), dimethyl sulfoxide reductase activity [GO:0009389]
31132,P77374,Gene Ontology (molecular function), electron transfer activity [GO:0009055]
31133,P77374,Gene Ontology (molecular function), molybdenum ion binding [GO:0030151]
31134,P77374,Gene Ontology (molecular function), molybdopterin cofactor binding [GO:0043546]
31135,P77374,Gene Ontology (molecular function), selenate reductase activity [GO:0033797]
31136,P77374,Gene Ontology (cellular component), plasma membrane [GO:0005886]
31137,YNFE_ECOLI,Gene Ontology (biological process),anaerobic respiration [GO:0009061]
31138,YNFE_ECOLI,Gene Ontology (cellular component),outer membrane-bounded periplasmic space [GO:0030288]
31139,YNFE_ECOLI,Gene Ontology (molecular function),"4 iron, 4 sulfur cluster binding [GO:0051539]"
31140,YNFE_ECOLI,Gene Ontology (molecular function), dimethyl sulfoxide reductase activity [GO:0009389]
31141,YNFE_ECOLI,Gene Ontology (molecular function), electron transfer activity [GO:0009055]
31142,YNFE_ECOLI,Gene Ontology (molecular function), molybdenum ion binding [GO:0030151]
31143,YNFE_ECOLI,Gene Ontology (molecular function), molybdopterin cofactor binding [GO:0043546]
31144,YNFE_ECOLI,Gene Ontology (molecular function), selenate reductase activity [GO:0033797]
31145,YNFE_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
31146,P77376,Gene Ontology (biological process),antibiotic biosynthetic process [GO:0017000]
31147,P77376,Gene Ontology (cellular component),cytosol [GO:0005829]
31148,P77376,Gene Ontology (molecular function),nucleotide binding [GO:0000166]
31149,P77376,Gene Ontology (molecular function), scyllo-inositol dehydrogenase (NADP+) activity [GO:0102497]
31150,YDGJ_ECOLI,Gene Ontology (biological process),antibiotic biosynthetic process [GO:0017000]
31151,YDGJ_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
31152,YDGJ_ECOLI,Gene Ontology (molecular function),nucleotide binding [GO:0000166]
31153,YDGJ_ECOLI,Gene Ontology (molecular function), scyllo-inositol dehydrogenase (NADP+) activity [GO:0102497]
31154,P77379,Gene Ontology (biological process),positive regulation of DNA-templated transcription [GO:0045893]
31156,P77379,Gene Ontology (molecular function),DNA-binding transcription activator activity [GO:0001216]
31157,P77379,Gene Ontology (molecular function), sequence-specific DNA binding [GO:0043565]
31158,P77379,Gene Ontology (biological process), regulation of organohalogen metabolic process [GO:0090347]
31159,RCLR_ECOLI,Gene Ontology (biological process),positive regulation of DNA-templated transcription [GO:0045893]
31161,RCLR_ECOLI,Gene Ontology (molecular function),DNA-binding transcription activator activity [GO:0001216]
31162,RCLR_ECOLI,Gene Ontology (molecular function), sequence-specific DNA binding [GO:0043565]
31163,RCLR_ECOLI,Gene Ontology (biological process), regulation of organohalogen metabolic process [GO:0090347]
31164,P77390,Gene Ontology (biological process),biosynthetic process [GO:0009058]
31166,P77390,Gene Ontology (molecular function),[citrate (pro-3S)-lyase] ligase activity [GO:0008771]
31167,P77390,Gene Ontology (molecular function)," acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]"
31168,P77390,Gene Ontology (molecular function), ATP binding [GO:0005524]
